Title,Course Id,Type,Completion Status,Start Date,Completed Date,Length,Length Unit,Attempts
Learn how Microsoft supports using multifactor authentication as part of a cybersecurity solution,4eaafb09-9ab7-47d2-a615-8710eba5cfeb,Online Course,Completed,9/14/2021,9/14/2021,26700,Seconds,1
"Manage chat, teams, channels, and apps in Microsoft Teams",eadd3b7e-52e7-405a-8de3-0f2c26c446fe,Online Course,Completed,9/14/2021,9/14/2021,10920,Seconds,1
Manage product version information in Dynamics 365 Supply Chain Management,b66f2e25-7997-4bd8-821a-c50674d7b704,Online Course,Completed,9/14/2021,9/14/2021,16140,Seconds,1
MS-101 Manage compliance in Microsoft 365,4d68cda2-3807-40a2-a901-8eebe3b1f0a2,Online Course,Completed,9/14/2021,9/14/2021,7620,Seconds,1
MS-101 Manage your security services in Microsoft Defender XDR,42a2ac2e-ce51-40f6-98f1-91b276f63853,Online Course,Completed,9/14/2021,9/14/2021,9240,Seconds,1
Prepare for AI engineering,4e6b89a9-59af-472b-b6d6-e95bf2ab17ec,Online Course,Completed,9/14/2021,9/14/2021,1860,Seconds,1
Process and translate text with Azure AI Services,27821d8b-9ba3-4607-b02c-e22209d7d372,Online Course,Completed,9/14/2021,9/14/2021,6300,Seconds,1
Run high-performance computing (HPC) applications on Azure,98e0474f-61d2-493f-b0af-2ea0db8aaedf,Online Course,Completed,9/14/2021,9/14/2021,18540,Seconds,1
Sell through the commercial marketplace,18fabe8e-1eef-4e26-96e9-702f564c4768,Online Course,Completed,9/14/2021,9/14/2021,7560,Seconds,1
Understand data science for machine learning,7cf0dae9-71b8-473b-b6c5-394b601e13bc,Online Course,Completed,9/14/2021,9/14/2021,23580,Seconds,1
Building Clustering Models with scikit-learn,PSL21529325.00,Online Course,Completed,9/13/2021,9/13/2021,,,2
Building Features from Text Data,PSL71821999.00,Online Course,Completed,9/13/2021,9/13/2021,,,2
How to Become a Thought Leader and Advance Your Career,2876322,Online Course,Completed,9/13/2021,9/13/2021,2529,Seconds,1
Improving Emotional Intelligence with Mindfulness,3151765,Online Course,Completed,9/13/2021,9/13/2021,2121,Seconds,1
"Accessibility, special education, and learning: Support equity in learning",628e1dcd-b866-42ae-8a4d-f3aa72902327,Online Course,Completed,,9/8/2021,2400,Seconds,1
Build your tech resilience,46d964d2-a655-4822-a73c-7f910b6cfc35,Online Course,Completed,9/8/2021,9/8/2021,21120,Seconds,1
Collaborate faster using Microsoft Teams for higher education staff,cce00a5f-7992-4b1f-b31c-4aa1f29813aa,Online Course,Completed,9/8/2021,9/8/2021,3780,Seconds,1
Communicate with others strategically through mirroring and coaching,987aa940-fc1c-4f08-b0f5-b67f2e5c14cf,Online Course,Completed,9/8/2021,9/8/2021,1800,Seconds,1
Create cloud-native apps and services with .NET and ASP.NET Core,f5cecec1-c6a9-474d-8501-da582b13b021,Online Course,Completed,9/8/2021,9/8/2021,15900,Seconds,1
Cultivate a culture of belongingness in tech,2cc40b20-9207-4a4d-87ef-ad2fcd62f088,Online Course,Completed,9/8/2021,9/8/2021,2400,Seconds,1
Deploy a .NET microservice to Kubernetes,b6331048-6cd0-4483-8dfc-ba0b0c582a8b,Online Course,Completed,9/8/2021,9/8/2021,1560,Seconds,1
Deploy IoT solutions with Azure SQL Database,77bf8466-2138-46a2-9f01-d34ba68c4bb3,Online Course,Completed,9/8/2021,9/8/2021,4800,Seconds,1
Develop a growth mindset,7b0bfe7c-3aba-4788-876c-4e31c4062039,Online Course,Completed,,9/8/2021,1920,Seconds,1
Enhance your self-efficacy,a4d25510-ddaf-43d3-84b9-4195504179d1,Online Course,Completed,9/8/2021,9/8/2021,1860,Seconds,1
Hybrid learning: A model for the future of learning,a52366fa-413c-4d69-a2ea-d19f54dad68d,Online Course,Completed,,9/8/2021,3600,Seconds,1
Keep students engaged: Build strong student/teacher connections in a remote learning environment,5cf0fb79-472c-4904-bd7d-1e66980de97e,Online Course,Completed,9/8/2021,9/8/2021,3240,Seconds,1
Minecraft apply and enrich: Redstone engineering,a2948426-8049-446d-a382-731c4eb1d48d,Online Course,Completed,9/8/2021,9/8/2021,3120,Seconds,1
Trust Code: SBC (Standards of Business Conduct) FY22,S9209627,Online Course,Completed,9/8/2021,9/8/2021,3600,Seconds,1
Use self-regulation to work strategically,60b6be61-6073-4408-8bcc-567a74689fdf,Online Course,Completed,9/8/2021,9/8/2021,2460,Seconds,1
Work with others by practicing active listening,c0cf0861-4dad-4ba2-bffb-fc69eb281c4a,Online Course,Completed,9/8/2021,9/8/2021,4140,Seconds,1
Backgrounder: Leadership Conversations with Different Personalities,2884198,Online Course,Completed,9/6/2021,9/6/2021,1970,Seconds,1
Backgrounder: Leadership Conversations with Different Personalities,LINKEDINLEARNING_69000,Online Course,Completed,9/6/2021,9/6/2021,0,Seconds,1
Boost Data Science Productivity with PyCharm,PSL662515060.00,Online Course,Completed,9/6/2021,9/6/2021,,,2
Leveraging Your Strengths,2423651,Online Course,Completed,9/6/2021,9/6/2021,4223,Seconds,1
Automate self-healing with Microsoft 365 Defender,d3209c84-5def-4e1f-8c10-4bce1e9638a9,Online Course,Completed,9/3/2021,9/3/2021,660,Seconds,1
Build social and emotional skills in your classroom community with Reflect,bc6a430e-b5c9-445b-a6e7-61478728331a,Online Course,Completed,,9/3/2021,2400,Seconds,1
Computational thinking and its importance in education,8fa63c90-a406-4fe5-ac89-135459959e30,Online Course,Completed,9/3/2021,9/3/2021,2760,Seconds,1
Create an inclusive environment with cultural leadership,a4340e87-6762-4947-9392-e8b6baf8005c,Online Course,Completed,9/3/2021,9/3/2021,2100,Seconds,1
Create powerful learning experiences with Surface devices and digital inking,7ca885f3-dd8f-408c-9399-fbe2fc9df85d,Online Course,Completed,9/3/2021,9/3/2021,2520,Seconds,1
Detect and respond to cyber attacks with Microsoft 365 Defender,efdbf574-f98a-4779-8559-b89d687edf49,Online Course,Completed,9/3/2021,9/3/2021,5880,Seconds,1
Differentiation in the classroom using the built-in tools in Office 365 and Windows,2dc7c315-3bde-4222-a804-b7a398156265,Online Course,Completed,,9/3/2021,3660,Seconds,1
Digital storytelling with Microsoft Sway,316d2582-421d-4e61-a54c-43bef2a7668e,Online Course,Completed,9/3/2021,9/3/2021,3600,Seconds,1
Evaluate Microsoft Defender for Office 365,9b0a8b4f-6714-4b1b-8fc4-572c187fd1a9,Online Course,Completed,9/3/2021,9/3/2021,1860,Seconds,1
Explore security policies and threat protection capabilities in Microsoft Defender for Office 365,4da8f331-ffc0-4de7-b71c-e8ee48b3afc8,Online Course,Completed,9/3/2021,9/3/2021,1740,Seconds,1
Flipped instruction with Record feature in PowerPoint,0f847ad4-09e0-4cfe-ac14-cf975a352343,Online Course,Completed,9/3/2021,9/3/2021,2700,Seconds,1
Hybrid learning for the adolescent learner,f8e54f94-11ac-488c-a485-127f96e8046e,Online Course,Completed,,9/3/2021,3600,Seconds,1
Hybrid learning in the intermediate classroom,c34f4b95-40d8-43cd-9d86-adb1e81d191e,Online Course,Completed,9/3/2021,9/3/2021,2940,Seconds,1
Hybrid learning in the primary classroom,2adeacda-892d-450f-aacc-8e34d789cfb3,Online Course,Completed,9/3/2021,9/3/2021,2760,Seconds,1
Introduction to Microsoft Defender for Identity,abd51af2-68d5-464a-a411-77e03cdd251c,Online Course,Completed,9/3/2021,9/3/2021,600,Seconds,1
Introduction to Microsoft Defender XDR,f2ed7883-0807-4b2d-b9fb-45b8e75558e4,Online Course,Completed,,9/3/2021,1200,Seconds,1
Investigate incidents with Microsoft 365 Defender,c4bc8e8a-affb-44e8-911b-cdbe80cba192,Online Course,Completed,9/3/2021,9/3/2021,1620,Seconds,1
"Lead forward: Integrate the best strategies from remote, hybrid, and blended learning for school leaders",90ef9f82-f88d-4efe-8051-c67a94dfef7f,Online Course,Completed,9/3/2021,9/3/2021,3480,Seconds,1
Leading Schools of 2030,24a25989-4fad-4f1a-8701-0dfeebc40054,Online Course,Completed,9/3/2021,9/3/2021,5520,Seconds,1
Locate threats using advanced hunting with Microsoft 365 Defender,9e2ce557-22e0-460b-91dc-fb9a1beae36f,Online Course,Completed,9/3/2021,9/3/2021,1800,Seconds,1
"Manage content, event triggers, and journeys in real-time marketing with Dynamics 365 Marketing",25f53a8a-868f-465c-9788-07c935c60647,Online Course,Completed,9/3/2021,9/3/2021,3300,Seconds,1
Minecraft 201: Let's modify together,5a4ec7ab-4b2e-44c2-8928-907feacb18c3,Online Course,Completed,9/3/2021,9/3/2021,3780,Seconds,1
Minecraft 301: Let's build worlds together,a01bf6a3-f682-4236-977c-b35e792f1da3,Online Course,Completed,9/3/2021,9/3/2021,4200,Seconds,1
Minecraft apply and enrich: Chemistry,77012883-c0c2-41dc-83ee-5fa911bd50cb,Online Course,Completed,9/3/2021,9/3/2021,3600,Seconds,1
Minecraft apply and enrich: Introduction to coding,23cd3af5-61a8-4559-898f-c7d59604ab24,Online Course,Completed,,9/3/2021,3600,Seconds,1
Minecraft apply in the classroom: Classroom readiness,496cf657-85a9-47b9-8d00-f8d75c486f10,Online Course,Completed,9/3/2021,9/3/2021,3360,Seconds,1
Minecraft apply in the classroom: Collaborative Gameplay,921c66fb-9f59-47b4-8331-175907fe28f2,Online Course,Completed,,9/3/2021,3480,Seconds,1
Minecraft learn to play: Assessment and feedback tools,18559621-036c-410d-acea-816b96f63c9e,Online Course,Completed,9/3/2021,9/3/2021,3780,Seconds,1
Plan for Microsoft Defender for Identity,e878e681-e6bd-4d6a-8f6a-1028e4e1cd21,Online Course,Completed,9/3/2021,9/3/2021,540,Seconds,1
Protect against malicious threats with Microsoft Defender for Office 365,6e7e0afe-e0e2-4353-af8e-e20b3532f633,Online Course,Completed,9/3/2021,9/3/2021,5520,Seconds,1
Protect on-premises identities with Microsoft Defender for Cloud for Identity,957f71cf-6631-4830-9251-45a0d22998a2,Online Course,Completed,9/3/2021,9/3/2021,3000,Seconds,1
Stay connected with remote learning through Microsoft Teams and Microsoft 365,a3acb154-6606-471f-9e47-100e4a55d95f,Online Course,Completed,9/3/2021,9/3/2021,2940,Seconds,1
Support learning environments with instructional leadership,ca1449d9-e0f7-4fdf-9a63-544164f3bb3d,Online Course,Completed,9/3/2021,9/3/2021,2040,Seconds,1
"Teach forward: Best strategies for hybrid, remote, and blended learning",c9b15bae-c8c3-406f-b79e-84c41d19456a,Online Course,Completed,9/3/2021,9/3/2021,3840,Seconds,1
Transform education with strategic leadership,904ea09c-c854-4ae1-8a42-e50158f31d80,Online Course,Completed,9/3/2021,9/3/2021,1740,Seconds,1
Windows 10 for education,1ffdcc74-210d-4978-9b00-e0dc0baf5d34,Online Course,Completed,9/3/2021,9/3/2021,3600,Seconds,1
Customer conversations about the Microsoft Cloud,S9215945,Online Course,Completed,9/1/2021,9/1/2021,1872,Seconds,1
Art and Science of Machine Learning,PSL5314.00,Online Course,Completed,8/30/2021,8/30/2021,9584,Seconds,1
Articulating Your Value,2426603,Online Course,Completed,8/30/2021,8/30/2021,2114,Seconds,1
Developing a Critical Thinking Mindset,2883063,Online Course,Completed,8/30/2021,8/30/2021,3812,Seconds,1
Developing a Critical Thinking Mindset,LINKEDINLEARNING_67976,Online Course,Completed,8/30/2021,8/30/2021,0,Seconds,1
Extend reports in Dynamics 365 Business Central,96fa24e8-5b2e-4650-8cc2-706708916094,Online Course,Completed,8/27/2021,8/27/2021,3180,Seconds,1
Implement compliance for Microsoft Teams,21028245-bcd5-4586-a6da-bfa528bf6bd5,Online Course,Completed,8/27/2021,8/27/2021,3600,Seconds,1
Intermediate Bicep,4492e8ee-ed93-4c0b-8ebc-157759feb0a6,Online Course,Completed,8/27/2021,8/27/2021,13380,Seconds,1
Manage access for external users,246440e5-9bc8-43c7-a537-35f1557ee026,Online Course,Completed,8/27/2021,8/27/2021,2460,Seconds,1
Migrate Azure resources and JSON ARM templates to use Bicep,3c7a8232-1466-4ab3-b05a-df1742ceb94a,Online Course,Completed,8/27/2021,8/27/2021,3060,Seconds,1
Prepare the environment for a Microsoft Teams deployment,6cc01d16-8e24-41ff-94c7-ae552f2f78a2,Online Course,Completed,8/27/2021,8/27/2021,12000,Seconds,1
Work with entitlements and permission sets in Dynamics 365 Business Central,d506fcfa-c28a-4679-bcc4-816762ec4811,Online Course,Completed,8/27/2021,8/27/2021,2580,Seconds,1
Configure and manage Microsoft Teams Room and Teams devices,67e564eb-7de2-4c88-9ca2-7a28235053e2,Online Course,Completed,8/26/2021,8/26/2021,3600,Seconds,1
Create and manage teams,5401c581-7058-4736-97ba-2d1cc0279b10,Online Course,Completed,8/26/2021,8/26/2021,3120,Seconds,1
From intern to full-time position,a6755456-a3f0-4963-b1ce-dc6e1c7ba089,Online Course,Completed,8/26/2021,8/26/2021,1500,Seconds,1
Get started with managing Microsoft Teams,46752bc3-ada1-4795-893e-97d2684c33ea,Online Course,Completed,8/26/2021,8/26/2021,12960,Seconds,1
How to get noticed,3d8312e9-b993-41d3-9c02-0097afeaefb9,Online Course,Completed,8/26/2021,8/26/2021,1020,Seconds,1
Implement interfaces in Dynamics 365 Business Central,32a50292-8649-4900-b47d-45a3fcd02cb8,Online Course,Completed,8/26/2021,8/26/2021,3240,Seconds,1
Implement security for Microsoft Teams,eff00adc-d436-48a5-9e08-a3fbaf50359f,Online Course,Completed,8/26/2021,8/26/2021,2400,Seconds,1
Manage apps for Microsoft Teams,30ea5d86-6516-4568-8d41-28d0bd5dcf55,Online Course,Completed,8/26/2021,8/26/2021,4920,Seconds,1
Manage collaboration experiences for chat and channels,d92a103a-4513-4e34-ae1b-918a17a0551b,Online Course,Completed,8/26/2021,8/26/2021,2880,Seconds,1
Manage meetings and events experiences,679773fd-3e59-4a59-893f-eb1b991c0674,Online Course,Completed,8/26/2021,8/26/2021,4500,Seconds,1
Manage phone numbers and settings,b8544d7f-8f18-473e-bf0f-a676c99c2d42,Online Course,Completed,8/26/2021,8/26/2021,2640,Seconds,1
Manage Teams Phone settings and policies,ef1657ef-3aeb-47b8-8511-7e1ba83ed52e,Online Course,Completed,8/26/2021,8/26/2021,4080,Seconds,1
Monitor your Microsoft Teams environment,2127ec02-137b-4927-9165-eaf6f1b7f6a3,Online Course,Completed,8/26/2021,8/26/2021,3000,Seconds,1
Plan and configure network settings for Microsoft Teams,6f6f2be3-6071-4920-a7a2-083881110eda,Online Course,Completed,8/26/2021,8/26/2021,3540,Seconds,1
Plan and deploy Microsoft Teams,711c4abf-ee3e-4b3e-a861-574257c1a9da,Online Course,Completed,8/26/2021,8/26/2021,2700,Seconds,1
Start in tech as an intern,8aa96cf6-51f3-44e1-9973-3ebee5b78658,Online Course,Completed,8/26/2021,8/26/2021,4320,Seconds,1
Successful interviewing,cd2959dc-c7d8-4a7c-81aa-8cf085bd55eb,Online Course,Completed,8/26/2021,8/26/2021,1800,Seconds,1
Track Azure Databricks experiments in Azure Machine Learning,1dd97f26-2379-4d54-9862-6d12d15fb55d,Online Course,Completed,8/26/2021,8/26/2021,1440,Seconds,1
Transition from Skype for Business to Microsoft Teams,faed97e9-b718-44a1-9c7a-b34ca1a9bfd7,Online Course,Completed,8/26/2021,8/26/2021,2280,Seconds,1
"Troubleshoot audio, video, and client issues",d8fe4034-9842-4206-9f30-27c0eb9bf92c,Online Course,Completed,8/26/2021,8/26/2021,3240,Seconds,1
Work with reports in Dynamics 365 Business Central,8ddbbabe-7c2c-41cf-9dc3-92cecaea1316,Online Course,Completed,8/26/2021,8/26/2021,3540,Seconds,1
Build machine learning solutions using Azure Databricks,de291e4b-bd53-4391-9365-3e21d44f88be,Online Course,Completed,8/24/2021,8/24/2021,30780,1,1
Configure and manage Microsoft Teams Room and Teams devices,67e564eb-7de2-4c88-9ca2-7a28235053e2,Online Course,Completed,8/24/2021,8/24/2021,3600,Seconds,1
Explore Microsoft Teams,744b5cfb-7dc8-42ac-a7fe-8b6c19ccc4f6,Online Course,Completed,8/24/2021,8/24/2021,3240,Seconds,1
Implement interfaces in Dynamics 365 Business Central,32a50292-8649-4900-b47d-45a3fcd02cb8,Online Course,Completed,8/24/2021,8/24/2021,3240,Seconds,1
Implement lifecycle management and governance for Microsoft Teams,12d0f8ca-2283-47e2-a523-300a6570ebb9,Online Course,Completed,8/24/2021,8/24/2021,4020,Seconds,1
Manage meetings and calling in Microsoft Teams,36fbac6f-fb12-49ab-9618-599d9e553366,Online Course,Completed,8/24/2021,8/24/2021,32280,Seconds,1
Manage meetings and events experiences,679773fd-3e59-4a59-893f-eb1b991c0674,Online Course,Completed,8/24/2021,8/24/2021,4500,Seconds,1
Manage phone numbers and settings,b8544d7f-8f18-473e-bf0f-a676c99c2d42,Online Course,Completed,8/24/2021,8/24/2021,2640,Seconds,1
Manage Teams Phone settings and policies,ef1657ef-3aeb-47b8-8511-7e1ba83ed52e,Online Course,Completed,8/24/2021,8/24/2021,4080,Seconds,1
Plan and deploy Microsoft Teams,711c4abf-ee3e-4b3e-a861-574257c1a9da,Online Course,Completed,8/24/2021,8/24/2021,2700,Seconds,1
Track Azure Databricks experiments in Azure Machine Learning,1dd97f26-2379-4d54-9862-6d12d15fb55d,Online Course,Completed,8/24/2021,8/24/2021,1440,Seconds,1
"Troubleshoot audio, video, and client issues",d8fe4034-9842-4206-9f30-27c0eb9bf92c,Online Course,Completed,8/24/2021,8/24/2021,3240,Seconds,1
Communicating with Emotional Intelligence,2825372,Online Course,Completed,8/23/2021,8/23/2021,2588,Seconds,1
Communicating with Emotional Intelligence,LINKEDINLEARNING_67620,Online Course,Completed,8/23/2021,8/23/2021,0,Seconds,1
Reducing Complexity in Data,PSL36056656.00,Online Course,Completed,8/23/2021,8/23/2021,,,2
Risk-Taking for Leaders,2877076,Online Course,Completed,8/23/2021,8/23/2021,2241,Seconds,1
Risk-Taking for Leaders,LINKEDINLEARNING_67607,Online Course,Completed,8/23/2021,8/23/2021,0,Seconds,1
Beyond the basics with Flip,c593ba23-dde9-4abc-8023-9f89f586dc42,Online Course,Completed,8/20/2021,8/20/2021,2400,Seconds,1
Build your first Bicep deployment workflow by using GitHub Actions,5c600141-acfa-400c-bf4f-eae46475b1b3,Online Course,Completed,,8/20/2021,2460,Seconds,1
Deploy Azure Databricks models in Azure Machine Learning,f0889f2b-a97a-49c5-9982-dd79eac464e6,Online Course,Completed,8/20/2021,8/20/2021,1440,Seconds,1
Get started with Azure Databricks,b194da9a-ac6c-48ce-b7a6-e086fa173c8c,Online Course,Completed,8/20/2021,8/20/2021,1260,Seconds,1
Go beyond Keras: Customize with TensorFlow,64968dce-e159-4dea-94d8-4388896ff7ec,Online Course,Completed,8/20/2021,8/20/2021,3660,Seconds,1
Introduction to audio classification with TensorFlow,0910f9a9-e768-4977-8867-0f999db3bc75,Online Course,Completed,8/20/2021,8/20/2021,2880,Seconds,1
Introduction to Azure Purview,a2906132-bbfc-4eab-97b4-7281d60ff776,Online Course,Completed,8/20/2021,8/20/2021,1860,Seconds,1
Introduction to computer vision with TensorFlow,0e773858-d341-4002-bdf7-8a6fa989d01e,Online Course,Completed,8/20/2021,8/20/2021,3420,Seconds,1
Introduction to Microsoft Project Bonsai,7d5750ae-f12d-43dd-af96-67bb00428c61,Online Course,Completed,8/20/2021,8/20/2021,1980,Seconds,1
Introduction to natural language processing with TensorFlow,ccca92d7-d8ba-4b03-a2c6-32e38212f5bd,Online Course,Completed,8/20/2021,8/20/2021,3780,Seconds,1
Introduction to TensorFlow using Keras,1c721045-5409-4228-9249-2c33c816607b,Online Course,Completed,8/20/2021,8/20/2021,2760,Seconds,1
Move to easy cloud-based modern management for education with Microsoft 365,67263f30-b664-4d3e-bbe2-6df56b6f8f5a,Online Course,Completed,,8/20/2021,720,Seconds,1
Prepare data for machine learning with Azure Databricks,7a76693a-df80-482f-8afe-20c2ce48d995,Online Course,Completed,8/20/2021,8/20/2021,1620,Seconds,1
TensorFlow fundamentals,12ef18ec-4aad-46ae-a59a-ef1be883e174,Online Course,Completed,,8/20/2021,16500,Seconds,1
Train a machine learning model with Azure Databricks,5f815f1b-8354-49fc-ba8a-8c6207d86eee,Online Course,Completed,8/20/2021,8/20/2021,1260,Seconds,1
Use MLflow to track experiments in Azure Databricks,24b82549-4151-4b76-8629-47bf01882755,Online Course,Completed,8/20/2021,8/20/2021,1260,Seconds,1
Work with data in Azure Databricks,522bffc1-9284-47ec-b13c-0a50a1ca9abf,Online Course,Completed,8/20/2021,8/20/2021,1260,Seconds,1
Customer Success - Azure Data & Analytics,S9209692,Online Course,Completed,8/18/2021,8/18/2021,3600,Seconds,1
FY22 SPCS: Azure Data & AI,S9209259,Online Course,Completed,8/18/2021,8/18/2021,14400,Seconds,1
Creating Success from Failures,2883047,Online Course,Completed,8/16/2021,8/16/2021,2626,Seconds,1
Creating Success from Failures,LINKEDINLEARNING_66394,Online Course,Completed,8/16/2021,8/16/2021,0,Seconds,1
Get Promoted Faster: Act Like a Leader,2874329,Online Course,Completed,8/16/2021,8/16/2021,1410,Seconds,1
Get Promoted Faster: Act Like a Leader,LINKEDINLEARNING_67611,Online Course,Completed,8/16/2021,8/16/2021,0,Seconds,1
Time Series Forecasting with Amazon Forecast,PSL229331796.00,Online Course,Completed,8/16/2021,8/16/2021,,,2
Design a program launch strategy,3e301306-3321-4f67-91d5-eb2b9e277520,Online Course,Completed,8/13/2021,8/13/2021,900,Seconds,1
Dual-write implementation for Dynamics 365 solutions,794ff079-13c8-4595-9e2e-ffd147eb348f,Online Course,Completed,8/13/2021,8/13/2021,1980,Seconds,1
Prepare for a program approval event,daec2bf7-2815-4715-b26e-38d61d7cb418,Online Course,Completed,8/13/2021,8/13/2021,720,Seconds,1
Set up and configure Dynamics 365 Sales,a2ef0d09-f1c0-443f-88f6-985d5b3920de,Online Course,Completed,8/13/2021,8/13/2021,5100,Seconds,1
Define academic and industry requirements for implementing certifications in degree programs,644bb0a2-c8eb-49fb-a210-a66bdfb00e83,Online Course,Completed,8/11/2021,8/11/2021,1740,Seconds,1
Design degree program curricula that implement certification,6881d310-78ef-4744-a334-b75bdad3de47,Online Course,Completed,8/11/2021,8/11/2021,1500,Seconds,1
Implement certifications in academic programs,fec2e0ec-169d-420f-8427-572f2ac273d2,Online Course,Completed,8/11/2021,8/11/2021,4860,Seconds,1
Detecting Data Anomalies using Deep Learning Techniques with TensorFlow 2.4,PSL7295.00,Online Course,Completed,8/9/2021,8/9/2021,,,2
Leveraging Cloud-Based Machine Learning on Azure: Real-World Applications,LINKEDINLEARNING_55879,Online Course,Completed,8/9/2021,8/9/2021,0,Seconds,1
Structure your Bicep code for collaboration,506e8f1f-41a7-4cda-942b-051ce97d55dd,Online Course,Completed,8/9/2021,8/9/2021,2700,Seconds,1
Security Foundations - Module 3 -  Protect your device,S9203778,Online Course,Completed,8/8/2021,8/8/2021,900,Seconds,1
Create custom experiences for service representatives with agent experience profiles in Customer Service,22931893-3dee-43e5-8ac0-b2fb138eeb3b,Online Course,Completed,8/7/2021,8/7/2021,3720,Seconds,1
Create or update records automatically in Customer Service Hub,64f05eeb-5c9c-4eeb-89e6-ef2f4451cbd4,Online Course,Completed,8/7/2021,8/7/2021,2700,Seconds,1
Deploy 5G services with Azure,640ade2b-21c5-4efb-b215-3e7baabb3188,Online Course,Completed,8/7/2021,8/7/2021,8520,Seconds,1
Enhance representative productivity with Customer Service workspace,21a9754c-bb5c-4132-a502-0976da813105,Online Course,Completed,8/7/2021,8/7/2021,2460,Seconds,1
Enhance service representative productivity and personalization in Customer Service Hub,64883789-7152-42b7-818d-8e760977ec55,Online Course,Completed,8/7/2021,8/7/2021,3420,Seconds,1
Enhance service representative productivity and personalization in Omnichannel for Customer Service,c629339e-9254-4ef5-a48c-261d40b8ca3e,Online Course,Completed,8/7/2021,8/7/2021,3000,Seconds,1
Enterprise 5G technologies for Azure Cloud Services,3edd7c1a-df9d-4e8e-b891-41c6028af35b,Online Course,Completed,8/7/2021,8/7/2021,2100,Seconds,1
Explore security concepts in Azure Machine Learning,656f7525-d7d2-45e0-ad42-0133bbf0db4a,Online Course,Completed,8/7/2021,8/7/2021,2160,Seconds,1
Responding to Data Subject Requests (DSRs),17fa0271-66d2-4438-a832-aff33f034646,Online Course,Completed,8/7/2021,8/7/2021,2940,Seconds,1
Use AI in Dynamics 365 Field Service,aaa161b9-6478-4af3-871b-da8542ab9c08,Online Course,Completed,8/7/2021,8/7/2021,3540,Seconds,1
Artificial Intelligence for Students,LINKEDINLEARNING_67174,Online Course,Completed,8/6/2021,8/6/2021,0,Seconds,1
Artificial Intelligence for Students (2021),2892121,Online Course,Completed,8/6/2021,8/6/2021,5338,Seconds,1
Building Knowledge Graphs with Python,PSL1261444588.00,Online Course,Completed,8/6/2021,8/6/2021,,,2
Create custom experiences for service representatives with agent experience profiles in Customer Service,22931893-3dee-43e5-8ac0-b2fb138eeb3b,Online Course,Completed,8/6/2021,8/6/2021,3720,Seconds,1
Create or update records automatically in Customer Service Hub,64f05eeb-5c9c-4eeb-89e6-ef2f4451cbd4,Online Course,Completed,8/6/2021,8/6/2021,2700,Seconds,1
Deploy 5G services with Azure,640ade2b-21c5-4efb-b215-3e7baabb3188,Online Course,Completed,8/6/2021,8/6/2021,8520,Seconds,1
Developing Your Creativity as a Leader,2299017,Online Course,Completed,8/6/2021,8/6/2021,3556,Seconds,1
Developing Your Creativity as a Leader,LINKEDINLEARNING_67295,Online Course,Completed,8/6/2021,8/6/2021,0,Seconds,1
Enhance representative productivity with Customer Service workspace,21a9754c-bb5c-4132-a502-0976da813105,Online Course,Completed,8/6/2021,8/6/2021,2460,Seconds,1
Enhance service representative productivity and personalization in Customer Service Hub,64883789-7152-42b7-818d-8e760977ec55,Online Course,Completed,8/6/2021,8/6/2021,3420,Seconds,1
Enhance service representative productivity and personalization in Omnichannel for Customer Service,c629339e-9254-4ef5-a48c-261d40b8ca3e,Online Course,Completed,8/6/2021,8/6/2021,3000,Seconds,1
Enterprise 5G technologies for Azure Cloud Services,3edd7c1a-df9d-4e8e-b891-41c6028af35b,Online Course,Completed,8/6/2021,8/6/2021,2100,Seconds,1
Explore security concepts in Azure Machine Learning,656f7525-d7d2-45e0-ad42-0133bbf0db4a,Online Course,Completed,8/6/2021,8/6/2021,2160,Seconds,1
Get started with Dynamics 365 Intelligent Order Management,f51b35d2-754b-42d5-9a2f-ef5dbd27792d,Online Course,Completed,8/6/2021,8/6/2021,1620,Seconds,1
Responding to Data Subject Requests (DSRs),17fa0271-66d2-4438-a832-aff33f034646,Online Course,Completed,8/6/2021,8/6/2021,2940,Seconds,1
Use AI in Dynamics 365 Field Service,aaa161b9-6478-4af3-871b-da8542ab9c08,Online Course,Completed,8/6/2021,8/6/2021,3540,Seconds,1
Build serverless apps with Go,a6fc1745-cd55-44fe-8902-dc7ea550aee9,Online Course,Completed,8/1/2021,8/1/2021,1560,Seconds,1
Build your first Bicep deployment pipeline by using Azure Pipelines,b9d7e998-8165-43b1-9667-d16428ccb2a0,Online Course,Completed,8/1/2021,8/1/2021,2520,Seconds,1
Configure Azure Files,c3c1ffb5-698b-4988-b177-c0f654d7fe3a,Online Course,Completed,8/1/2021,8/1/2021,2160,Seconds,1
Get started and use functionality in Microsoft Dynamics 365 Human Resources,623d3c28-9ebb-4a39-97a3-a660a35793d0,Online Course,Completed,8/1/2021,8/1/2021,33000,Seconds,1
Introduction to route management in Node.js with JavaScript,8bd641c6-c58d-4734-99e2-5216b9d58939,Online Course,Completed,8/1/2021,8/1/2021,1440,Seconds,1
Manage your organization with Dynamics 365 Human Resources,8cf41b72-f857-48b7-872d-8b7f203da6f1,Online Course,Completed,8/1/2021,8/1/2021,5880,Seconds,1
Set up Field Service to create work orders from IoT data,ff2e8584-2fd5-4bb4-b0c8-b9447c310ba5,Online Course,Completed,8/1/2021,8/1/2021,4620,Seconds,1
